last_updated,provinces,cases,recovered,death,lat,long
2020-04-08,Aceh,6,0,1,4.225081892,96.90952275
2020-04-08,Sumatera Utara,59,0,4,2.184779215,99.05788785
2020-04-08,Sumatera Barat,18,0,0,-0.851914348,100.466805
2020-04-08,Riau,12,1,0,0.510525849,101.812892
2020-04-08,Jambi,2,0,0,-1.61775,103.59932
2020-04-08,Sumatera Selatan,16,1,2,-3.213346822,104.1704194
2020-04-08,Bengkulu,2,0,1,-3.79116,102.26312
2020-04-08,Kepulauan Bangka Belitung,2,0,1,-2.252956411,105.9869481
2020-04-08,Lampung,15,0,1,-4.918073087,105.0183131
2020-04-08,Kepulauan Riau,9,2,1,3.915947241,108.2022289
2020-04-08,DKI Jakarta,1470,70,114,-6.17148,106.82649
2020-04-08,Jawa Barat,365,17,35,-6.919980216,107.6028079
2020-04-08,Jawa Tengah,140,14,22,-7.258970383,110.2011125
2020-04-08,Daerah Istimewa Yogyakarta,41,6,7,-7.895013815,110.445367
2020-04-08,Jawa Timur,196,46,16,-7.720113019,112.7336788
2020-04-08,Banten,212,7,18,-6.456181599,106.1091971
2020-04-08,Bali,49,18,2,-8.369743261,115.131651
2020-04-08,Nusa Tenggara Barat,10,0,0,-8.606652084,117.5068625
2020-04-08,Nusa Tenggara Timur,0,0,0,-8.604843332,121.1418292
2020-04-08,Kalimantan Barat,10,3,2,-0.085901234,111.1207624
2020-04-08,Kalimantan Tengah,20,6,0,-1.634340045,113.1810479
2020-04-08,Kalimantan Selatan,22,0,0,-2.449779137,115.3113078
2020-04-08,Kalimantan Timur,32,4,1,0.461046227,116.4708584
2020-04-08,Kalimantan Utara,16,0,0,2.888820961,116.2167183
2020-04-08,Sulawesi Utara,8,1,1,1.286097687,124.5353788
2020-04-08,Sulawesi Tengah,5,0,2,-1.459214954,120.4495925
2020-04-08,Sulawesi Selatan,127,21,6,-3.747115712,120.1611577
2020-04-08,Sulawesi Tenggara,11,1,0,-4.132803971,122.0786781
2020-04-08,Gorontalo,0,0,0,0.53707,123.06184
2020-04-08,Sulawesi Barat,2,0,0,-2.461902015,119.3434714
2020-04-08,Maluku,3,1,0,-3.126119343,129.360425
2020-04-08,Maluku Utara,2,0,0,0.869337001,128.0159294
2020-04-08,Papua,38,3,2,-5,140
2020-04-08,Papua Barat,2,0,1,-2.041723282,132.9683417
2020-04-08,Indonesia,34,0,0,-0.989818182,113.915865
2020-04-09,Aceh,6,1,1,4.225081892,96.90952275
2020-04-09,Sumatera Utara,59,0,4,2.184779215,99.05788785
2020-04-09,Sumatera Barat,18,0,0,-0.851914348,100.466805
2020-04-09,Riau,12,1,0,0.510525849,101.812892
2020-04-09,Jambi,2,0,0,-1.61775,103.59932
2020-04-09,Sumatera Selatan,17,1,2,-3.213346822,104.1704194
2020-04-09,Bengkulu,2,0,1,-3.79116,102.26312
2020-04-09,Kepulauan Bangka Belitung,3,0,1,-2.252956411,105.9869481
2020-04-09,Lampung,15,1,1,-4.918073087,105.0183131
2020-04-09,Kepulauan Riau,22,2,1,3.915947241,108.2022289
2020-04-09,DKI Jakarta,1706,82,142,-6.17148,106.82649
2020-04-09,Jawa Barat,376,19,40,-6.919980216,107.6028079
2020-04-09,Jawa Tengah,144,18,22,-7.258970383,110.2011125
2020-04-09,Daerah Istimewa Yogyakarta,41,6,7,-7.895013815,110.445367
2020-04-09,Jawa Timur,223,49,17,-7.720113019,112.7336788
2020-04-09,Banten,218,7,20,-6.456181599,106.1091971
2020-04-09,Bali,63,18,2,-8.369743261,115.131651
2020-04-09,Nusa Tenggara Barat,16,2,0,-8.606652084,117.5068625
2020-04-09,Nusa Tenggara Timur,1,0,0,-8.604843332,121.1418292
2020-04-09,Kalimantan Barat,10,3,2,-0.085901234,111.1207624
2020-04-09,Kalimantan Tengah,20,6,0,-1.634340045,113.1810479
2020-04-09,Kalimantan Selatan,22,0,2,-2.449779137,115.3113078
2020-04-09,Kalimantan Timur,32,6,1,0.461046227,116.4708584
2020-04-09,Kalimantan Utara,16,0,0,2.888820961,116.2167183
2020-04-09,Sulawesi Utara,8,1,1,1.286097687,124.5353788
2020-04-09,Sulawesi Tengah,5,0,2,-1.459214954,120.4495925
2020-04-09,Sulawesi Selatan,138,23,8,-3.747115712,120.1611577
2020-04-09,Sulawesi Tenggara,15,1,0,-4.132803971,122.0786781
2020-04-09,Gorontalo,0,0,0,0.53707,123.06184
2020-04-09,Sulawesi Barat,2,0,0,-2.461902015,119.3434714
2020-04-09,Maluku,3,1,0,-3.126119343,129.360425
2020-04-09,Maluku Utara,2,1,0,0.869337001,128.0159294
2020-04-09,Papua,38,3,2,-5,140
2020-04-09,Papua Barat,2,0,1,-2.041723282,132.9683417
2020-04-09,Indonesia,34,0,0,-0.989818182,113.915865
2020-04-10,Aceh,5,1,1,4.225081892,96.90952275
2020-04-10,Sumatera Utara,59,8,4,2.184779215,99.05788785
2020-04-10,Sumatera Barat,31,6,3,-0.851914348,100.466805
2020-04-10,Riau,13,1,0,0.510525849,101.812892
2020-04-10,Jambi,2,0,0,-1.61775,103.59932
2020-04-10,Sumatera Selatan,21,1,2,-3.213346822,104.1704194
2020-04-10,Bengkulu,4,0,1,-3.79116,102.26312
2020-04-10,Kepulauan Bangka Belitung,3,0,1,-2.252956411,105.9869481
2020-04-10,Lampung,20,1,1,-4.918073087,105.0183131
2020-04-10,Kepulauan Riau,21,2,1,3.915947241,108.2022289
2020-04-10,DKI Jakarta,1753,82,154,-6.17148,106.82649
2020-04-10,Jawa Barat,388,19,40,-6.919980216,107.6028079
2020-04-10,Jawa Tengah,144,18,22,-7.258970383,110.2011125
2020-04-10,Daerah Istimewa Yogyakarta,41,6,7,-7.895013815,110.445367
2020-04-10,Jawa Timur,256,62,22,-7.720113019,112.7336788
2020-04-10,Banten,243,7,21,-6.456181599,106.1091971
2020-04-10,Bali,75,19,2,-8.369743261,115.131651
2020-04-10,Nusa Tenggara Barat,25,2,0,-8.606652084,117.5068625
2020-04-10,Nusa Tenggara Timur,1,0,0,-8.604843332,121.1418292
2020-04-10,Kalimantan Barat,10,3,2,-0.085901234,111.1207624
2020-04-10,Kalimantan Tengah,24,7,1,-1.634340045,113.1810479
2020-04-10,Kalimantan Selatan,29,0,2,-2.449779137,115.3113078
2020-04-10,Kalimantan Timur,35,6,1,0.461046227,116.4708584
2020-04-10,Kalimantan Utara,16,0,0,2.888820961,116.2167183
2020-04-10,Sulawesi Utara,13,1,2,1.286097687,124.5353788
2020-04-10,Sulawesi Tengah,14,0,2,-1.459214954,120.4495925
2020-04-10,Sulawesi Selatan,167,24,11,-3.747115712,120.1611577
2020-04-10,Sulawesi Tenggara,15,1,0,-4.132803971,122.0786781
2020-04-10,Gorontalo,1,0,0,0.53707,123.06184
2020-04-10,Sulawesi Barat,3,0,0,-2.461902015,119.3434714
2020-04-10,Maluku,3,1,0,-3.126119343,129.360425
2020-04-10,Maluku Utara,2,1,0,0.869337001,128.0159294
2020-04-10,Papua,38,3,2,-5,140
2020-04-10,Papua Barat,2,0,1,-2.041723282,132.9683417
2020-04-10,Indonesia,35,0,0,-0.989818182,113.915865
2020-04-11,Aceh,5,1,1,4.225081892,96.90952275
2020-04-11,Sumatera Utara,59,8,8,2.184779215,99.05788785
2020-04-11,Sumatera Barat,31,7,3,-0.851914348,100.466805
2020-04-11,Riau,16,1,0,0.510525849,101.812892
2020-04-11,Jambi,4,0,0,-1.61775,103.59932
2020-04-11,Sumatera Selatan,21,1,2,-3.213346822,104.1704194
2020-04-11,Bengkulu,4,0,1,-3.79116,102.26312
2020-04-11,Kepulauan Bangka Belitung,4,0,1,-2.252956411,105.9869481
2020-04-11,Lampung,20,1,1,-4.918073087,105.0183131
2020-04-11,Kepulauan Riau,21,2,1,3.915947241,108.2022289
2020-04-11,DKI Jakarta,1948,82,159,-6.17148,106.82649
2020-04-11,Jawa Barat,421,19,40,-6.919980216,107.6028079
2020-04-11,Jawa Tengah,144,18,22,-7.258970383,110.2011125
2020-04-11,Daerah Istimewa Yogyakarta,41,6,7,-7.895013815,110.445367
2020-04-11,Jawa Timur,267,64,25,-7.720113019,112.7336788
2020-04-11,Banten,279,7,21,-6.456181599,106.1091971
2020-04-11,Bali,79,19,2,-8.369743261,115.131651
2020-04-11,Nusa Tenggara Barat,27,2,2,-8.606652084,117.5068625
2020-04-11,Nusa Tenggara Timur,1,0,0,-8.604843332,121.1418292
2020-04-11,Kalimantan Barat,10,3,2,-0.085901234,111.1207624
2020-04-11,Kalimantan Tengah,24,7,1,-1.634340045,113.1810479
2020-04-11,Kalimantan Selatan,29,0,2,-2.449779137,115.3113078
2020-04-11,Kalimantan Timur,35,6,1,0.461046227,116.4708584
2020-04-11,Kalimantan Utara,16,0,1,2.888820961,116.2167183
2020-04-11,Sulawesi Utara,13,1,2,1.286097687,124.5353788
2020-04-11,Sulawesi Tengah,19,0,2,-1.459214954,120.4495925
2020-04-11,Sulawesi Selatan,178,25,15,-3.747115712,120.1611577
2020-04-11,Sulawesi Tenggara,16,1,1,-4.132803971,122.0786781
2020-04-11,Gorontalo,1,0,0,0.53707,123.06184
2020-04-11,Sulawesi Barat,5,0,1,-2.461902015,119.3434714
2020-04-11,Maluku,3,1,0,-3.126119343,129.360425
2020-04-11,Maluku Utara,2,1,0,0.869337001,128.0159294
2020-04-11,Papua,62,3,2,-5,140
2020-04-11,Papua Barat,2,0,1,-2.041723282,132.9683417
2020-04-11,Indonesia,35,0,0,-0.989818182,113.915865
2020-04-12,Aceh,5,1,1,4.225081892,96.90952275
2020-04-12,Sumatera Utara,65,8,8,2.184779215,99.05788785
2020-04-12,Sumatera Barat,44,6,3,-0.851914348,100.466805
2020-04-12,Riau,16,1,0,0.510525849,101.812892
2020-04-12,Jambi,4,0,0,-1.61775,103.59932
2020-04-12,Sumatera Selatan,21,4,2,-3.213346822,104.1704194
2020-04-12,Bengkulu,4,0,1,-3.79116,102.26312
2020-04-12,Kepulauan Bangka Belitung,4,0,1,-2.252956411,105.9869481
2020-04-12,Lampung,20,1,1,-4.918073087,105.0183131
2020-04-12,Kepulauan Riau,21,2,1,3.915947241,108.2022289
2020-04-12,DKI Jakarta,2044,142,195,-6.17148,106.82649
2020-04-12,Jawa Barat,450,19,43,-6.919980216,107.6028079
2020-04-12,Jawa Tengah,200,19,25,-7.258970383,110.2011125
2020-04-12,Daerah Istimewa Yogyakarta,41,6,7,-7.895013815,110.445367
2020-04-12,Jawa Timur,386,68,27,-7.720113019,112.7336788
2020-04-12,Banten,281,7,21,-6.456181599,106.1091971
2020-04-12,Bali,81,19,2,-8.369743261,115.131651
2020-04-12,Nusa Tenggara Barat,37,2,2,-8.606652084,117.5068625
2020-04-12,Nusa Tenggara Timur,1,0,0,-8.604843332,121.1418292
2020-04-12,Kalimantan Barat,13,3,3,-0.085901234,111.1207624
2020-04-12,Kalimantan Tengah,24,7,1,-1.634340045,113.1810479
2020-04-12,Kalimantan Selatan,34,0,2,-2.449779137,115.3113078
2020-04-12,Kalimantan Timur,35,6,1,0.461046227,116.4708584
2020-04-12,Kalimantan Utara,16,0,1,2.888820961,116.2167183
2020-04-12,Sulawesi Utara,17,1,2,1.286097687,124.5353788
2020-04-12,Sulawesi Tengah,19,2,2,-1.459214954,120.4495925
2020-04-12,Sulawesi Selatan,222,25,15,-3.747115712,120.1611577
2020-04-12,Sulawesi Tenggara,16,1,1,-4.132803971,122.0786781
2020-04-12,Gorontalo,1,0,0,0.53707,123.06184
2020-04-12,Sulawesi Barat,5,2,1,-2.461902015,119.3434714
2020-04-12,Maluku,11,1,0,-3.126119343,129.360425
2020-04-12,Maluku Utara,2,1,0,0.869337001,128.0159294
2020-04-12,Papua,63,5,3,-5,140
2020-04-12,Papua Barat,3,0,1,-2.041723282,132.9683417
2020-04-12,Indonesia,35,0,0,-0.989818182,113.915865
2020-04-13,Aceh,5,4,1,4.225081892,96.90952275
2020-04-13,Sumatera Utara,67,9,9,2.184779215,99.05788785
2020-04-13,Sumatera Barat,45,7,3,-0.851914348,100.466805
2020-04-13,Riau,20,1,0,0.510525849,101.812892
2020-04-13,Jambi,4,0,0,-1.61775,103.59932
2020-04-13,Sumatera Selatan,18,4,2,-3.213346822,104.1704194
2020-04-13,Bengkulu,4,0,1,-3.79116,102.26312
2020-04-13,Kepulauan Bangka Belitung,4,0,1,-2.252956411,105.9869481
2020-04-13,Lampung,21,1,4,-4.918073087,105.0183131
2020-04-13,Kepulauan Riau,21,2,1,3.915947241,108.2022289
2020-04-13,DKI Jakarta,2186,142,204,-6.17148,106.82649
2020-04-13,Jawa Barat,540,22,52,-6.919980216,107.6028079
2020-04-13,Jawa Tengah,203,19,25,-7.258970383,110.2011125
2020-04-13,Daerah Istimewa Yogyakarta,57,6,7,-7.895013815,110.445367
2020-04-13,Jawa Timur,440,73,30,-7.720113019,112.7336788
2020-04-13,Banten,285,7,22,-6.456181599,106.1091971
2020-04-13,Bali,86,20,2,-8.369743261,115.131651
2020-04-13,Nusa Tenggara Barat,37,2,2,-8.606652084,117.5068625
2020-04-13,Nusa Tenggara Timur,1,0,0,-8.604843332,121.1418292
2020-04-13,Kalimantan Barat,13,3,3,-0.085901234,111.1207624
2020-04-13,Kalimantan Tengah,25,8,1,-1.634340045,113.1810479
2020-04-13,Kalimantan Selatan,34,0,2,-2.449779137,115.3113078
2020-04-13,Kalimantan Timur,35,6,1,0.461046227,116.4708584
2020-04-13,Kalimantan Utara,16,0,1,2.888820961,116.2167183
2020-04-13,Sulawesi Utara,17,2,2,1.286097687,124.5353788
2020-04-13,Sulawesi Tengah,19,2,2,-1.459214954,120.4495925
2020-04-13,Sulawesi Selatan,223,31,15,-3.747115712,120.1611577
2020-04-13,Sulawesi Tenggara,16,1,1,-4.132803971,122.0786781
2020-04-13,Gorontalo,1,0,0,0.53707,123.06184
2020-04-13,Sulawesi Barat,5,1,1,-2.461902015,119.3434714
2020-04-13,Maluku,11,1,0,-3.126119343,129.360425
2020-04-13,Maluku Utara,2,1,0,0.869337001,128.0159294
2020-04-13,Papua,68,5,3,-5,140
2020-04-13,Papua Barat,2,0,1,-2.041723282,132.9683417
2020-04-13,Indonesia,26,0,0,-0.989818182,113.915865
